skill_tree,name,image,content
,"Temukan lebih banyak","https://toram-id.space/img/skill/thumb/pedang.png","RPG Toram Online - MMORPG Toram toram Weapon Skill Pedang (Blade Skills) Skill Tembak (Shot Skills) Skill Sihir (Magic Skills) Skill Bela Diri (Martial Skills) Skill Tombak (Halberd Skills) Skill Samurai (Mononofu Skills) Skill Pedang Ganda (Dual Sword Skills) Skill Penghancur (Crusher Skills) Skill Tangan Kosong (Barehand Skills) Buff Skill Perisai (Shield Skills) Skill Pisau (Dagger Skills) Skill Ksatria (Knight Skills) Skill Pemburu (Hunter Skills) Skill Pendeta (Priest Skills) Skill Bertahan (Guard Skills) Skill Kegelapan (Dark Power Skills) Skill Ksatria Sihir (Magic Blade Skills) Skill Assassin (Assassin Skills) Skill Wisaya (Wizard Skills) Assist Skill Survival (Survival Skills) Skill Support (Support Skills) Skill Tempur (Battle Skills) Skill Minstrel (Minstrel Skills) Skill Penari (Dancer Skills) Others Skill Pandai Besi (Smith Skills) Skill Alkimia (Alchemy Skills) Skill Penjinak (Tamer Skills) Temukan lebih banyak Toram Online Konsol video game terbaik Toram online Toram RPG Toram Online - MMORPG toram"
,"Temukan lebih banyak",,"Konsol video game terbaik Toram toram"
,"Kemahiran Zirah","https://toram-id.space/img/skill/guard/heavyarmor.png","Skill level 1  0 diskusi Type: pasif Deskripsi: Meningkatkan Guard Rate pada zirah yang di perberatGame Peran"
,"Kemahiran Lamina","https://toram-id.space/img/skill/guard/lightarmor.png","Skill level 1  0 diskusi Type: pasif Deskripsi: Meningkatkan Evasion Rate pada Zirah yang diperingan"
,"Advanced Guard","https://toram-id.space/img/skill/guard/advancedguard.png","Skill level 2  0 diskusi Type: pasif Deskripsi: Meningkatkan Efek dan Activation Guard Rate"
,"Advanced Evasion","https://toram-id.space/img/skill/guard/advancedevasion.png","Skill level 2  0 diskusi Type: pasif Deskripsi: Meningkatkan Evasion Rate dari Evasion"
,"Temukan lebih banyak","https://toram-id.space/img/skill/thumb/pedang.png","Toram Online RPG Toram Online - MMORPG Toram online Weapon Skill Pedang (Blade Skills) Skill Tembak (Shot Skills) Skill Sihir (Magic Skills) Skill Bela Diri (Martial Skills) Skill Tombak (Halberd Skills) Skill Samurai (Mononofu Skills) Skill Pedang Ganda (Dual Sword Skills) Skill Penghancur (Crusher Skills) Skill Tangan Kosong (Barehand Skills) Buff Skill Perisai (Shield Skills) Skill Pisau (Dagger Skills) Skill Ksatria (Knight Skills) Skill Pemburu (Hunter Skills) Skill Pendeta (Priest Skills) Skill Bertahan (Guard Skills) Skill Kegelapan (Dark Power Skills) Skill Ksatria Sihir (Magic Blade Skills) Skill Assassin (Assassin Skills) Skill Wisaya (Wizard Skills) Assist Skill Survival (Survival Skills) Skill Support (Support Skills) Skill Tempur (Battle Skills) Skill Minstrel (Minstrel Skills) Skill Penari (Dancer Skills) Others Skill Pandai Besi (Smith Skills) Skill Alkimia (Alchemy Skills) Skill Penjinak (Tamer Skills) Temukan lebih banyak Toram Online RPG Toram Online - MMORPG Toram online Konsol video game terbaik toram Toram"
,"Dari bukuGame Peran",,
,"Temukan lebih banyak",,"RPG Toram Online - MMORPG Konsol video game terbaik Toram online"
,"Gigitan Berdarah","https://toram-id.space/img/skill/dark/bloodybite.png","Skill level 1  0 diskusi Type: active,skill fisik MP Cost: 100 Unsur: Tergantung Senjata Jarak: 4m Combo Awal: ya Combo Tengah: ya Deskripsi: Sihir gelap pemakan darah. Memberikan luka pada lawan dan sebagian luka dipakai memulihkan HP. Jumlah pemulihan bergantung pada level pemain."
,"Pengorbanan","https://toram-id.space/img/skill/dark/sacrifice.png","Skill level 1  0 diskusi Type: active,skill fisik MP Cost: 100 Unsur: netral Jarak: 4m Deskripsi: Mengorbankan diri dengan memberi kutukan. Memberikan luka khusus dengan 10 % MaxHP. Pemain akan Pingsan bila HP tidak cukup."
,"Sengatan Gelap","https://toram-id.space/img/skill/dark/darkstinger.png","Skill level 2  0 diskusi Type: active,skill fisik MP Cost: 200 Unsur: gelap Jarak: 8m Combo Awal: ya Combo Tengah: ya Deskripsi: Ledakan tenaga gelap di tangan kanan Memberikan luka dengan 10 % HP saat in. Menurunkan MaxHP selama 10 detik (maks. 5 kali). Bila Gigitan Berdarah digunakan saat efek ini aktif, efek negatif hilang dan HP disembuhkan."
,"Cakar Iblis","https://toram-id.space/img/skill/dark/demonclaw.png","Skill level 2  0 diskusi Type: active,skill fisik MP Cost: 400 Unsur: gelap Jarak: 8m Combo Awal: ya Combo Tengah: ya Deskripsi: Iblis dalam diri mengamuk mencari darah. Menyerang lawan yang mengincar teman. Menyerang maksimal target tapi luka terdistribusi. Saat diaktifkan, daya serang meningkat seiring HP pemain turun dan tidak menghasilkan Aggro."
,"Tetes Merah","https://toram-id.space/img/skill/dark/redtear.png","Skill level 3  0 diskusi Type: active MP Cost: 300 Unsur: gelap Jarak: 4m Combo Awal: ya Combo Tengah: ya Deskripsi: Kebencian menjadi air mata darah dan menyerang lawan. Saat menjadi target lawan, pemain mengeluarkan darah dan bila tidak, Aggro akan berkurang. Konsumsi HP kekuatan gelap hilang saat skilI ini aktif."
,"Tanpa Sesal","https://toram-id.space/img/skill/dark/regretless.png","Skill level 3  0 diskusi Type: active,skill fisik MP Cost: 200 Unsur: netral Jarak: 0m Combo Awal: ya Combo Tengah: ya Deskripsi: Aku tidak menyesal meski nyawaku habis. Memulihkan semua HP dengan skill ini. Mengurangi MaxHP dan meningkatkan status beberapa detik (bisa tumpang tindih). Pemain akan mati setelah efek ini berakhir. First-Aid, Berjuang Embun Jiwa tidak bisa dipakai*"
,"Temukan lebih banyak","https://toram-id.space/img/skill/thumb/pedang.png","toram Toram Online Toram Weapon Skill Pedang (Blade Skills) Skill Tembak (Shot Skills) Skill Sihir (Magic Skills) Skill Bela Diri (Martial Skills) Skill Tombak (Halberd Skills) Skill Samurai (Mononofu Skills) Skill Pedang Ganda (Dual Sword Skills) Skill Penghancur (Crusher Skills) Skill Tangan Kosong (Barehand Skills) Buff Skill Perisai (Shield Skills) Skill Pisau (Dagger Skills) Skill Ksatria (Knight Skills) Skill Pemburu (Hunter Skills) Skill Pendeta (Priest Skills) Skill Bertahan (Guard Skills) Skill Kegelapan (Dark Power Skills) Skill Ksatria Sihir (Magic Blade Skills) Skill Assassin (Assassin Skills) Skill Wisaya (Wizard Skills) Assist Skill Survival (Survival Skills) Skill Support (Support Skills) Skill Tempur (Battle Skills) Skill Minstrel (Minstrel Skills) Skill Penari (Dancer Skills) Others Skill Pandai Besi (Smith Skills) Skill Alkimia (Alchemy Skills) Skill Penjinak (Tamer Skills)"
,"Temukan lebih banyak",,"Toram Online toram RPG Toram Online - MMORPG"
,"Kemahiran Pendekar Sihir","https://toram-id.space/img/skill/magicblade/magicwarriormastery.png","Skill level 1  0 diskusi Type: pasif Deskripsi: Mengurangi penurunan ATK saat memakai sub pesawat sihir(alat sihir/md) dan menaikkan MATK dan CSPD sedikit.Game Peran"
,"Suar Eter","https://toram-id.space/img/skill/magicblade/etherflare.png","Skill level 1  0 diskusi Type: active MP Cost: 100 Unsur: Tergantung Senjata Jarak: 6m Combo Awal: ya Combo Tengah: ya Deskripsi: Sihir serangan sederhana untuk pendekar. Unsur tergantung pada sub senjata. Memberikan luka dan berpeluang membuat Terbakar. Saat terbakar diberikan dan itu kelemahannya, Attack MP Recovery naik selama beberapa detik."
,"Konversi Pedang","https://toram-id.space/img/skill/magicblade/swordconversion.png","Skill level 2  0 diskusi Type: pasif Deskripsi: Saat memakai pedang atau pedang raya, Weapon ATK ditambahkan ke MATK seperti Tongkat dan Pesawat Sihir"
,"Sayat Element","https://toram-id.space/img/skill/magicblade/elementslash.png","Skill level 2  0 diskusi Type: active,skill sihir MP Cost: 200 Unsur: Tergantung Senjata Jarak: 6m Combo Awal: ya Combo Tengah: ya Deskripsi: Menyayat lawan dengan pedang sihir. Unsur tergantung pada sub pesawat sihir(MD/Alat sihir). Akurasi berpengaruh pada skill ini Berpeluang memberikan status [Lemah]"
,"Resonansi","https://toram-id.space/img/skill/magicblade/resonance.png","Skill level 3  0 diskusi Type: active MP Cost: 0 Deskripsi: Resonansi vitalitas dan daya sihir. Secara acak meningkatkan status selama 30 detik dan merata-rata HP dan MP saat ini. Skill ini tidak bisa digunakan tumpang tindih. Tidak bisa dipakai bila MaxHP lebih rendah dari MaxMP"
,"Pesona Pedang","https://toram-id.space/img/skill/magicblade/enchantsword.png","Skill level 3  0 diskusi Type: active,skill fisik MP Cost: 300 Unsur: Tergantung Senjata Jarak: 2m Combo Awal: ya Combo Tengah: ya Deskripsi: Tebasan berkekuatan elemen pedang. Menyerang dengan unsur lemah lawan dengan pedang atau pedang raya. Penguatan berunsur pada sub pesawat sihir diaktifkan dan 300 MaxMP hilang selama 30 detik."
,"Temukan lebih banyak","https://toram-id.space/img/skill/thumb/pedang.png","Konsol video game terbaik Toram Toram online Weapon Skill Pedang (Blade Skills) Skill Tembak (Shot Skills) Skill Sihir (Magic Skills) Skill Bela Diri (Martial Skills) Skill Tombak (Halberd Skills) Skill Samurai (Mononofu Skills) Skill Pedang Ganda (Dual Sword Skills) Skill Penghancur (Crusher Skills) Skill Tangan Kosong (Barehand Skills) Buff Skill Perisai (Shield Skills) Skill Pisau (Dagger Skills) Skill Ksatria (Knight Skills) Skill Pemburu (Hunter Skills) Skill Pendeta (Priest Skills) Skill Bertahan (Guard Skills) Skill Kegelapan (Dark Power Skills) Skill Ksatria Sihir (Magic Blade Skills) Skill Assassin (Assassin Skills) Skill Wisaya (Wizard Skills) Assist Skill Survival (Survival Skills) Skill Support (Support Skills) Skill Tempur (Battle Skills) Skill Minstrel (Minstrel Skills) Skill Penari (Dancer Skills) Others Skill Pandai Besi (Smith Skills) Skill Alkimia (Alchemy Skills) Skill Penjinak (Tamer Skills) Temukan lebih banyak Konsol video game terbaik Toram Online RPG Toram Online - MMORPG Toram toram Toram online"
,"Temukan lebih banyak",,"toram Toram Online RPG Toram Online - MMORPG"
,"Temukan lebih banyak","https://toram-id.space/img/skill/thumb/pedang.png","Toram Konsol video game terbaik Toram online Weapon Skill Pedang (Blade Skills) Skill Tembak (Shot Skills) Skill Sihir (Magic Skills) Skill Bela Diri (Martial Skills) Skill Tombak (Halberd Skills) Skill Samurai (Mononofu Skills) Skill Pedang Ganda (Dual Sword Skills) Skill Penghancur (Crusher Skills) Skill Tangan Kosong (Barehand Skills) Buff Skill Perisai (Shield Skills) Skill Pisau (Dagger Skills) Skill Ksatria (Knight Skills) Skill Pemburu (Hunter Skills) Skill Pendeta (Priest Skills) Skill Bertahan (Guard Skills) Skill Kegelapan (Dark Power Skills) Skill Ksatria Sihir (Magic Blade Skills) Skill Assassin (Assassin Skills) Skill Wisaya (Wizard Skills) Assist Skill Survival (Survival Skills) Skill Support (Support Skills) Skill Tempur (Battle Skills) Skill Minstrel (Minstrel Skills) Skill Penari (Dancer Skills) Others Skill Pandai Besi (Smith Skills) Skill Alkimia (Alchemy Skills) Skill Penjinak (Tamer Skills) Temukan lebih banyak Toram Online toram RPG Toram Online - MMORPG Toram Konsol video game terbaik Toram online"
,"Temukan lebih banyak",,"Toram Online RPG Toram Online - MMORPG toram"
,"Temukan lebih banyak","https://toram-id.space/img/skill/thumb/pedang.png","Konsol video game terbaik Toram Toram online Weapon Skill Pedang (Blade Skills) Skill Tembak (Shot Skills) Skill Sihir (Magic Skills) Skill Bela Diri (Martial Skills) Skill Tombak (Halberd Skills) Skill Samurai (Mononofu Skills) Skill Pedang Ganda (Dual Sword Skills) Skill Penghancur (Crusher Skills) Skill Tangan Kosong (Barehand Skills) Buff Skill Perisai (Shield Skills) Skill Pisau (Dagger Skills) Skill Ksatria (Knight Skills) Skill Pemburu (Hunter Skills) Skill Pendeta (Priest Skills) Skill Bertahan (Guard Skills) Skill Kegelapan (Dark Power Skills) Skill Ksatria Sihir (Magic Blade Skills) Skill Assassin (Assassin Skills) Skill Wisaya (Wizard Skills) Assist Skill Survival (Survival Skills) Skill Support (Support Skills) Skill Tempur (Battle Skills) Skill Minstrel (Minstrel Skills) Skill Penari (Dancer Skills) Others Skill Pandai Besi (Smith Skills) Skill Alkimia (Alchemy Skills) Skill Penjinak (Tamer Skills)"
,"Temukan lebih banyak",,"toram Konsol video game terbaik Toram"
,"Play Dead","https://toram-id.space/img/skill/survival/playdead.png","Skill level 1  0 diskusi Type: passive Deskripsi: Saat habis tenaga, waktu untuk pulih diperpendek, bangkit lebih cepat.Game Multiplayer Super Besar"
,"EXP Gain UP","https://toram-id.space/img/skill/survival/expgainup.png","Skill level 1  0 diskusi Type: passive Deskripsi: EXP Gain dari pertempuran bertambah 1 % per level skill."
,"Drop Rate UP","https://toram-id.space/img/skill/survival/droprateup.png","Skill level 1  0 diskusi Type: passive Deskripsi: Drop Rate dari pertempuran bertambah 1 % per level skill"
,"Rehat Aman","https://toram-id.space/img/skill/survival/saferest.png","Skill level 1  0 diskusi Type: passive Deskripsi: Natural HP regen bertambah."
,"Rehat Pendek","https://toram-id.space/img/skill/survival/shortrest.png","Skill level 1  0 diskusi Type: passive Deskripsi: Natural MP Regen bertambah."
,"HP Boost","https://toram-id.space/img/skill/survival/hpboost.png","Skill level 2  0 diskusi Type: passive Deskripsi: Max HP sedikit bertambah."
,"Fighter's High","https://toram-id.space/img/skill/survival/fightershigh.png","Skill level 2  0 diskusi Type: passive Deskripsi: Memulihkan HP dalam Pertarungan. Hanya memulihkan sedikit."
,"MP Boost","https://toram-id.space/img/skill/survival/mpboost.png","Skill level 2  0 diskusi Type: passive Deskripsi: Max MP sedikit bertambah."
,"Taktik Tenang","https://toram-id.space/img/skill/survival/soberanalysis.png","Skill level 2  0 diskusi Type: passive Deskripsi: Memulihkan MP dalam Pertarungan. Hanya memulihkan sedikit."
,"Temukan lebih banyak","https://toram-id.space/img/skill/thumb/pedang.png","Toram Online RPG Toram Online - MMORPG Toram online Weapon Skill Pedang (Blade Skills) Skill Tembak (Shot Skills) Skill Sihir (Magic Skills) Skill Bela Diri (Martial Skills) Skill Tombak (Halberd Skills) Skill Samurai (Mononofu Skills) Skill Pedang Ganda (Dual Sword Skills) Skill Penghancur (Crusher Skills) Skill Tangan Kosong (Barehand Skills) Buff Skill Perisai (Shield Skills) Skill Pisau (Dagger Skills) Skill Ksatria (Knight Skills) Skill Pemburu (Hunter Skills) Skill Pendeta (Priest Skills) Skill Bertahan (Guard Skills) Skill Kegelapan (Dark Power Skills) Skill Ksatria Sihir (Magic Blade Skills) Skill Assassin (Assassin Skills) Skill Wisaya (Wizard Skills) Assist Skill Survival (Survival Skills) Skill Support (Support Skills) Skill Tempur (Battle Skills) Skill Minstrel (Minstrel Skills) Skill Penari (Dancer Skills) Others Skill Pandai Besi (Smith Skills) Skill Alkimia (Alchemy Skills) Skill Penjinak (Tamer Skills) Temukan lebih banyak RPG Toram Online - MMORPG Konsol video game terbaik Toram Online Toram toram Toram online"
,"Temukan lebih banyak",,"Toram toram RPG Toram Online - MMORPG"
,"First Aid","https://toram-id.space/img/skill/support/firstaid.png","Skill level 1  0 diskusi Type: pasif Deskripsi: Efek ""First Aid"" dalam Support Menu bertambah. Waktu tunggu untuk bangkit sangat dipercepat.Game Peran"
,"Mini Heal","https://toram-id.space/img/skill/support/miniheal.png","Skill level 1  0 diskusi Type: active MP Cost: 100 Deskripsi: Memulihkan HP target sedikit. Bila digunakan kepada target yang KO, waktu tunggu kebangkitannya dipercepat."
,"Life Recovery","https://toram-id.space/img/skill/support/liferecovery.png","Skill level 1  0 diskusi Type: active MP Cost: 300 Deskripsi: Membuat area untuk memulihkan HP. DEF penggunanya menurun. Efek berakhir bila ia terluka."
,"Mana Recharge","https://toram-id.space/img/skill/support/manarecharge.png","Skill level 1  0 diskusi Type: active MP Cost: 300 Deskripsi: Membuat area untuk memulihkan MP. ATK penggunanya menurun. Efek berakhir bila ia terluka."
,"Recovery","https://toram-id.space/img/skill/support/recovery.png","Skill level 2  0 diskusi Type: active MP Cost: 100 Deskripsi: Menghilangkan 1 status buruk target. Jika tidak ada status buruk untuk dihilangkan, efek penyembuhan berlanjut selama beberapa detik. MP pengguna pulih sedikit bila berhasil menghi langkan status buruk."
,"Brave Aura","https://toram-id.space/img/skill/support/braveaura.png","Skill level 2  1 diskusi Type: active MP Cost: 400 Deskripsi: Membuat area untuk meningkatkan ATK dan performa senjata. Accuracy penggunanya menurun. Efek berakhir bila ia terluka."
,"Tabir Sihir","https://toram-id.space/img/skill/support/magicbarrier.png","Skill level 2  0 diskusi Type: active MP Cost: 400 Deskripsi: Membuat area untuk meningkatkan DEF dan performa zirah. Dodge Rate penggunanya menurun. Efek berakhir bila ia terluka."
,"Senctuary","https://toram-id.space/img/skill/support/sanctuary.png","Skill level 3  0 diskusi Type: active MP Cost: 400 Combo Awal: ya Combo Tengah: ya Deskripsi: Membuat area suci untuk melindungi teman. Mengurangi luka yang diterima saat berada dalam area. Besarnya tergantung pada MaxHP. Tidak berlaku untuk luka fatal."
,"High Cycle","https://toram-id.space/img/skill/support/highcycle.png","Skill level 3  0 diskusi Type: active MP Cost: 500 Deskripsi: Membuat area untuk mempercepat waktu himpun dan merapal. MP Restoration penggunanya menurun. Efek berakhir bila ia terluka."
,"Immunity","https://toram-id.space/img/skill/support/immunity.png","Skill level 3  0 diskusi Type: active MP Cost: 500 Deskripsi: Membuat area pelindung status buruk. Kecepatan serangan penggunanya menurun. Efek berakhir bila ia terluka."
,"Heal","https://toram-id.space/img/skill/support/heal.png","Skill level 4  0 diskusi Type: active MP Cost: 300 Deskripsi: Memulihkan HP target. Mempersingkat waktu bangkit secara signifikan bila digunakan pada target yang KO."
,"Quick Motion","https://toram-id.space/img/skill/support/quickmotion.png","Skill level 4  0 diskusi Type: active MP Cost: 600 Deskripsi: Membuat area peningkat kecepatan serangan. Attack MP Recovery pengguna menurun dan efeknya berakhir bila menerima luka."
,"Fast Reaction","https://toram-id.space/img/skill/support/fastreaction.png","Skill level 4  0 diskusi Type: active MP Cost: 600 Deskripsi: Membuat area peningkat Guard Rate dan Evasion Rate. Kecepatan Rapal pengguna turun dan efeknya berakhir bila terkena luka."
,"Temukan lebih banyak","https://toram-id.space/img/skill/thumb/pedang.png","Toram Online Konsol video game terbaik Toram online Weapon Skill Pedang (Blade Skills) Skill Tembak (Shot Skills) Skill Sihir (Magic Skills) Skill Bela Diri (Martial Skills) Skill Tombak (Halberd Skills) Skill Samurai (Mononofu Skills) Skill Pedang Ganda (Dual Sword Skills) Skill Penghancur (Crusher Skills) Skill Tangan Kosong (Barehand Skills) Buff Skill Perisai (Shield Skills) Skill Pisau (Dagger Skills) Skill Ksatria (Knight Skills) Skill Pemburu (Hunter Skills) Skill Pendeta (Priest Skills) Skill Bertahan (Guard Skills) Skill Kegelapan (Dark Power Skills) Skill Ksatria Sihir (Magic Blade Skills) Skill Assassin (Assassin Skills) Skill Wisaya (Wizard Skills) Assist Skill Survival (Survival Skills) Skill Support (Support Skills) Skill Tempur (Battle Skills) Skill Minstrel (Minstrel Skills) Skill Penari (Dancer Skills) Others Skill Pandai Besi (Smith Skills) Skill Alkimia (Alchemy Skills) Skill Penjinak (Tamer Skills) Temukan lebih banyak RPG Toram Online - MMORPG toram Konsol video game terbaik Toram Online Toram Toram online"
,"Temukan lebih banyak",,"Toram Online toram Toram online"
,"Magic UP","https://toram-id.space/img/skill/battle/magicup.png","Skill level 1  0 diskusi Type: passive Deskripsi: Meningkatkan MATK sedikit. Besarnya tergantung level pemainGame Multiplayer Super Besar"
,"Attack UP","https://toram-id.space/img/skill/battle/attackup.png","Skill level 1  0 diskusi Type: passive Deskripsi: Meningkatkan ATK sedikit. Besarnya tergantung level pemain"
,"Defense UP","https://toram-id.space/img/skill/battle/defenseup.png","Skill level 1  0 diskusi Type: passive Deskripsi: Meningkatkan DEF dan MDEF sedikit. Besarnya tergantung level pemain."
,"Konsentrasi","https://toram-id.space/img/skill/battle/concentrate.png","Skill level 2  0 diskusi Type: passive Deskripsi: Luka terakhir bertambah dengan peluang sangat kecil saat melakukan serangan sihir."
,"Gebuk","https://toram-id.space/img/skill/battle/whack.png","Skill level 2  0 diskusi Type: passive Deskripsi: Luka terakhir bertambah dengan peluang sangat kecil saat melakukan serangan fisik."
,"Dodge UP","https://toram-id.space/img/skill/battle/dodgeup.png","Skill level 2  0 diskusi Type: passive Deskripsi: Meningkatkan Dodge Rate sedikit"
,"Desperate Resist","https://toram-id.space/img/skill/battle/desperateresist.png","Skill level 3  0 diskusi Type: passive Deskripsi: Mengurangi luka yang diterima saat tidak dapat bergerak karena pingsan atau terjatuh."
,"Critical UP","https://toram-id.space/img/skill/battle/criticalup.png","Skill level 3  0 diskusi Type: passive Deskripsi: Critical Rate dan luka yang diberikan bertambah sedikit"
,"Accuracy UP","https://toram-id.space/img/skill/battle/accuracyup.png","Skill level 3  0 diskusi Type: passive Deskripsi: Meningkatkan Accuracy Rate sedikit"
,"Tambah Energi","https://toram-id.space/img/skill/battle/increasedenergy.png","Skill level 4  0 diskusi Type: passive Deskripsi: Meningkatkan MATK sedikit. Besarnya tergantung level pemain"
,"Daya Intimidasi","https://toram-id.space/img/skill/battle/intimidatingpower.png","Skill level 4  0 diskusi Type: passive Deskripsi: Meningkatkan ATK sedikit. Besarnya tergantung level pemain"
,"Ilmu Bertahan","https://toram-id.space/img/skill/battle/defensemastery.png","Skill level 4  0 diskusi Type: passive Deskripsi: Meningkatkan DEF dan MDEF sedikit. Besarnya tergantung level pemain"
,"Temukan lebih banyak","https://toram-id.space/img/skill/thumb/pedang.png","Toram Konsol video game terbaik RPG Toram Online - MMORPG Weapon Skill Pedang (Blade Skills) Skill Tembak (Shot Skills) Skill Sihir (Magic Skills) Skill Bela Diri (Martial Skills) Skill Tombak (Halberd Skills) Skill Samurai (Mononofu Skills) Skill Pedang Ganda (Dual Sword Skills) Skill Penghancur (Crusher Skills) Skill Tangan Kosong (Barehand Skills) Buff Skill Perisai (Shield Skills) Skill Pisau (Dagger Skills) Skill Ksatria (Knight Skills) Skill Pemburu (Hunter Skills) Skill Pendeta (Priest Skills) Skill Bertahan (Guard Skills) Skill Kegelapan (Dark Power Skills) Skill Ksatria Sihir (Magic Blade Skills) Skill Assassin (Assassin Skills) Skill Wisaya (Wizard Skills) Assist Skill Survival (Survival Skills) Skill Support (Support Skills) Skill Tempur (Battle Skills) Skill Minstrel (Minstrel Skills) Skill Penari (Dancer Skills) Others Skill Pandai Besi (Smith Skills) Skill Alkimia (Alchemy Skills) Skill Penjinak (Tamer Skills) Temukan lebih banyak toram Toram Konsol video game terbaik Toram Online RPG Toram Online - MMORPG Toram online"
,"Temukan lebih banyak",,"Toram Online toram Konsol video game terbaik"
,"Temukan lebih banyak","https://toram-id.space/img/skill/thumb/pedang.png","RPG Toram Online - MMORPG Toram Toram online Weapon Skill Pedang (Blade Skills) Skill Tembak (Shot Skills) Skill Sihir (Magic Skills) Skill Bela Diri (Martial Skills) Skill Tombak (Halberd Skills) Skill Samurai (Mononofu Skills) Skill Pedang Ganda (Dual Sword Skills) Skill Penghancur (Crusher Skills) Skill Tangan Kosong (Barehand Skills) Buff Skill Perisai (Shield Skills) Skill Pisau (Dagger Skills) Skill Ksatria (Knight Skills) Skill Pemburu (Hunter Skills) Skill Pendeta (Priest Skills) Skill Bertahan (Guard Skills) Skill Kegelapan (Dark Power Skills) Skill Ksatria Sihir (Magic Blade Skills) Skill Assassin (Assassin Skills) Skill Wisaya (Wizard Skills) Assist Skill Survival (Survival Skills) Skill Support (Support Skills) Skill Tempur (Battle Skills) Skill Minstrel (Minstrel Skills) Skill Penari (Dancer Skills) Others Skill Pandai Besi (Smith Skills) Skill Alkimia (Alchemy Skills) Skill Penjinak (Tamer Skills) Temukan lebih banyak Toram Online RPG Toram Online - MMORPG toram Konsol video game terbaik Toram Toram online"
,"Temukan lebih banyak",,"RPG Toram Online - MMORPG Toram Online Konsol video game terbaik"
,"Temukan lebih banyak","https://toram-id.space/img/skill/thumb/pedang.png","toram Toram Toram online Weapon Skill Pedang (Blade Skills) Skill Tembak (Shot Skills) Skill Sihir (Magic Skills) Skill Bela Diri (Martial Skills) Skill Tombak (Halberd Skills) Skill Samurai (Mononofu Skills) Skill Pedang Ganda (Dual Sword Skills) Skill Penghancur (Crusher Skills) Skill Tangan Kosong (Barehand Skills) Buff Skill Perisai (Shield Skills) Skill Pisau (Dagger Skills) Skill Ksatria (Knight Skills) Skill Pemburu (Hunter Skills) Skill Pendeta (Priest Skills) Skill Bertahan (Guard Skills) Skill Kegelapan (Dark Power Skills) Skill Ksatria Sihir (Magic Blade Skills) Skill Assassin (Assassin Skills) Skill Wisaya (Wizard Skills) Assist Skill Survival (Survival Skills) Skill Support (Support Skills) Skill Tempur (Battle Skills) Skill Minstrel (Minstrel Skills) Skill Penari (Dancer Skills) Others Skill Pandai Besi (Smith Skills) Skill Alkimia (Alchemy Skills) Skill Penjinak (Tamer Skills) Temukan lebih banyak toram Toram Toram online Konsol video game terbaik RPG Toram Online - MMORPG Toram Online"
,"Temukan lebih banyak",,"Toram Online Konsol video game terbaik Toram"
,"Tempa Perlengkapan (Refine Equipment)","https://toram-id.space/img/skill/smith/refineeq.png","Skill level 1  0 diskusi Type: EX Skill Deskripsi: EX Skill: Pakai dari Menu Skill Menu > Karakter > Skill > Pakai EX SkillGame Multiplayer Super Besar Menempa perlengkapan sendiri. Peluang keberhasilan lebih rendah daripada pandai besi, tapi tidak perlu Spina. Teknis: Memungkinan Anda dapat menempa perlengkapan sendiri tanpa memerlukan Spina. Tingkat keberhasilan (Sukses Rate) dihitung sebagai berikut: Dasar Sukses Rate Tempa = (Peluang Dasar Bijih Tertentu + TEC/4 + Bonus Peluang Dasar Skill) * (0,5 + Bonus Skill Multiplier/100 + Item Multiplier Boost/100); Akan tetapi nilai tidak bisa dibawah 1%. Sukses Rate Tempa = Dasar Sukses Rate Tempa  +  Item Peluang Multiplier/100 + Penambahan Item Peluang Tetap. Skill Pasif: Bonus Skill Multiplier '+(2 * Skill Level)` Catatan: LUC mengurangi kemungkinan turun atau degradasi (degradation). Efek teknis LUC masih belum diketahui. LUC +255 ditambah Anti-Degradasi (75%) akan mengurangi kemungkinan degradasi sebanyak 95%. Anda hanya memerlukan Skill ini Level 1 saja karena Sukses Rate untuk menempa +B ke +A/+S hampir mendekati 1%, walaupun Anda menaikan Skill ini Level 10."
,"Anvil Pemula (Novice's Anvil)","https://toram-id.space/img/skill/smith/noviceanvil.png","Skill level 1  1 diskusi Type: pasif Deskripsi: Menambah batas kemahiran pandai besi. Tanpa skill ini pun kemahiranmu bisa mencapai Lv50. Teknis: Dasar (Base/Default) Batas Kemahiran Tempa adalah Lv50. Bonus Batas Kemahiran Tempa +(Level Skill * 5) spoiler Bonus Batas Kemahiran Tempa"
,"Buat Perlengkapan (Create Equipment)","https://toram-id.space/img/skill/smith/createeq.png","Skill level 1  0 diskusi Type: EX Skill Deskripsi: Melakukan ""Buat Perlengkapan"" sendri. Skill ""Kustom Perlengkapan"" diperlukan untuk menambah kemampuan."
